"","gene_id","gene_type","gene_name"
"519","ENSG00000035141.8","protein_coding","FAM136A"
"520","ENSG00000035403.18","protein_coding","VCL"
"521","ENSG00000035499.13","protein_coding","DEPDC1B"
"522","ENSG00000035664.11","protein_coding","DAPK2"
"523","ENSG00000035681.9","protein_coding","NSMAF"
"524","ENSG00000035687.10","protein_coding","ADSS2"
"525","ENSG00000035720.8","protein_coding","STAP1"
"526","ENSG00000035862.12","protein_coding","TIMP2"
"527","ENSG00000035928.16","protein_coding","RFC1"
"528","ENSG00000036054.13","protein_coding","TBC1D23"
"529","ENSG00000036257.13","protein_coding","CUL3"
"530","ENSG00000036448.10","protein_coding","MYOM2"
"531","ENSG00000036473.8","protein_coding","OTC"
"532","ENSG00000036530.9","protein_coding","CYP46A1"
"533","ENSG00000036549.13","protein_coding","ZZZ3"
"534","ENSG00000036565.15","protein_coding","SLC18A1"
"535","ENSG00000036672.16","protein_coding","USP2"
"536","ENSG00000036828.17","protein_coding","CASR"
"537","ENSG00000037042.9","protein_coding","TUBG2"
"538","ENSG00000037241.7","protein_coding","RPL26L1"
"539","ENSG00000037280.16","protein_coding","FLT4"
"540","ENSG00000037474.15","protein_coding","NSUN2"
"541","ENSG00000037637.11","protein_coding","FBXO42"
"542","ENSG00000037749.12","protein_coding","MFAP3"
"543","ENSG00000037757.14","protein_coding","MRI1"
"544","ENSG00000037897.17","protein_coding","METTL1"
"545","ENSG00000037965.6","protein_coding","HOXC8"
"546","ENSG00000038002.9","protein_coding","AGA"
"547","ENSG00000038210.14","protein_coding","PI4K2B"
"548","ENSG00000038219.13","protein_coding","BOD1L1"
"549","ENSG00000038274.17","protein_coding","MAT2B"
"550","ENSG00000038295.8","protein_coding","TLL1"
"551","ENSG00000038358.15","protein_coding","EDC4"
"552","ENSG00000038382.20","protein_coding","TRIO"
"553","ENSG00000038427.16","protein_coding","VCAN"
"554","ENSG00000038532.16","protein_coding","CLEC16A"
"555","ENSG00000038945.15","protein_coding","MSR1"
"556","ENSG00000039068.19","protein_coding","CDH1"
"557","ENSG00000039123.16","protein_coding","MTREX"
"558","ENSG00000039139.9","protein_coding","DNAH5"
"559","ENSG00000039319.17","protein_coding","ZFYVE16"
"560","ENSG00000039523.20","protein_coding","RIPOR1"
"561","ENSG00000039537.14","protein_coding","C6"
"562","ENSG00000039560.14","protein_coding","RAI14"
"563","ENSG00000039600.11","protein_coding","SOX30"
"564","ENSG00000039650.12","protein_coding","PNKP"
"565","ENSG00000039987.7","protein_coding","BEST2"
"566","ENSG00000040199.18","protein_coding","PHLPP2"
"567","ENSG00000040275.17","protein_coding","SPDL1"
"568","ENSG00000040341.18","protein_coding","STAU2"
"569","ENSG00000040487.13","protein_coding","SLC66A1"
"570","ENSG00000040531.16","protein_coding","CTNS"
"571","ENSG00000040608.14","protein_coding","RTN4R"
"572","ENSG00000040633.13","protein_coding","PHF23"
"573","ENSG00000040731.10","protein_coding","CDH10"
"574","ENSG00000040933.16","protein_coding","INPP4A"
"575","ENSG00000041353.10","protein_coding","RAB27B"
"576","ENSG00000041357.16","protein_coding","PSMA4"
"577","ENSG00000041515.16","protein_coding","MYO16"
"578","ENSG00000041802.11","protein_coding","LSG1"
"579","ENSG00000041880.14","protein_coding","PARP3"
"580","ENSG00000041982.16","protein_coding","TNC"
"581","ENSG00000041988.15","protein_coding","THAP3"
"582","ENSG00000042062.13","protein_coding","RIPOR3"
"583","ENSG00000042088.14","protein_coding","TDP1"
"584","ENSG00000042286.15","protein_coding","AIFM2"
"585","ENSG00000042304.12","protein_coding","C2orf83"
"586","ENSG00000042317.17","protein_coding","SPATA7"
"587","ENSG00000042429.12","protein_coding","MED17"
"588","ENSG00000042445.14","protein_coding","RETSAT"
"589","ENSG00000042493.16","protein_coding","CAPG"
"590","ENSG00000042753.12","protein_coding","AP2S1"
"591","ENSG00000042781.14","protein_coding","USH2A"
"592","ENSG00000042813.8","protein_coding","ZPBP"
"593","ENSG00000042832.12","protein_coding","TG"
"594","ENSG00000042980.13","protein_coding","ADAM28"
"595","ENSG00000043039.7","protein_coding","BARX2"
"596","ENSG00000043093.15","protein_coding","DCUN1D1"
"597","ENSG00000043143.20","protein_coding","JADE2"
"598","ENSG00000043355.12","protein_coding","ZIC2"
"599","ENSG00000043462.13","protein_coding","LCP2"
"600","ENSG00000043514.17","protein_coding","TRIT1"
"601","ENSG00000043591.6","protein_coding","ADRB1"
"602","ENSG00000044012.4","protein_coding","GUCA2B"
"603","ENSG00000044090.10","protein_coding","CUL7"
"604","ENSG00000044115.21","protein_coding","CTNNA1"
"605","ENSG00000044446.12","protein_coding","PHKA2"
"606","ENSG00000044459.15","protein_coding","CNTLN"
"607","ENSG00000044524.11","protein_coding","EPHA3"
"608","ENSG00000044574.8","protein_coding","HSPA5"
"609","ENSG00000046604.13","protein_coding","DSG2"
"610","ENSG00000046647.13","protein_coding","GEMIN8"
"611","ENSG00000046651.15","protein_coding","OFD1"
"612","ENSG00000046653.15","protein_coding","GPM6B"
"613","ENSG00000046774.10","protein_coding","MAGEC2"
"614","ENSG00000046889.19","protein_coding","PREX2"
"615","ENSG00000047056.16","protein_coding","WDR37"
"616","ENSG00000047188.16","protein_coding","YTHDC2"
"617","ENSG00000047230.15","protein_coding","CTPS2"
"618","ENSG00000047249.18","protein_coding","ATP6V1H"
"619","ENSG00000047315.17","protein_coding","POLR2B"
"620","ENSG00000047346.12","protein_coding","FAM214A"
"621","ENSG00000047365.12","protein_coding","ARAP2"
"622","ENSG00000047410.14","protein_coding","TPR"
"623","ENSG00000047457.14","protein_coding","CP"
"624","ENSG00000047578.13","protein_coding","KATNIP"
"625","ENSG00000047579.20","protein_coding","DTNBP1"
"626","ENSG00000047597.7","protein_coding","XK"
"627","ENSG00000047617.15","protein_coding","ANO2"
"628","ENSG00000047621.12","protein_coding","C12orf4"
"629","ENSG00000047634.15","protein_coding","SCML1"
"630","ENSG00000047644.19","protein_coding","WWC3"
"631","ENSG00000047648.23","protein_coding","ARHGAP6"
"632","ENSG00000047662.5","protein_coding","FAM184B"
"633","ENSG00000047849.21","protein_coding","MAP4"
"634","ENSG00000047932.14","protein_coding","GOPC"
"635","ENSG00000047936.11","protein_coding","ROS1"
"636","ENSG00000048028.11","protein_coding","USP28"
"637","ENSG00000048052.22","protein_coding","HDAC9"
"638","ENSG00000048140.18","protein_coding","TSPAN17"
"639","ENSG00000048162.21","protein_coding","NOP16"
"640","ENSG00000048342.17","protein_coding","CC2D2A"
"641","ENSG00000048392.12","protein_coding","RRM2B"
"642","ENSG00000048405.10","protein_coding","ZNF800"
"643","ENSG00000048462.11","protein_coding","TNFRSF17"
"644","ENSG00000048471.14","protein_coding","SNX29"
"645","ENSG00000048540.15","protein_coding","LMO3"
"646","ENSG00000048544.6","protein_coding","MRPS10"
"647","ENSG00000048545.16","protein_coding","GUCA1A"
"648","ENSG00000048649.13","protein_coding","RSF1"
"649","ENSG00000048707.15","protein_coding","VPS13D"
"650","ENSG00000048740.18","protein_coding","CELF2"
"651","ENSG00000048828.17","protein_coding","FAM120A"
"652","ENSG00000048991.16","protein_coding","R3HDM1"
"653","ENSG00000049089.15","protein_coding","COL9A2"
"654","ENSG00000049130.16","protein_coding","KITLG"
"655","ENSG00000049167.15","protein_coding","ERCC8"
"656","ENSG00000049192.15","protein_coding","ADAMTS6"
"657","ENSG00000049239.13","protein_coding","H6PD"
"658","ENSG00000049245.13","protein_coding","VAMP3"
"659","ENSG00000049246.14","protein_coding","PER3"
"660","ENSG00000049247.14","protein_coding","UTS2"
"661","ENSG00000049249.9","protein_coding","TNFRSF9"
"662","ENSG00000049283.18","protein_coding","EPN3"
"663","ENSG00000049323.16","protein_coding","LTBP1"
"664","ENSG00000049449.10","protein_coding","RCN1"
"665","ENSG00000049540.18","protein_coding","ELN"
"666","ENSG00000049541.11","protein_coding","RFC2"
"667","ENSG00000049618.24","protein_coding","ARID1B"
"668","ENSG00000049656.14","protein_coding","CLPTM1L"
"669","ENSG00000049759.19","protein_coding","NEDD4L"
"670","ENSG00000049768.16","protein_coding","FOXP3"
"671","ENSG00000049769.14","protein_coding","PPP1R3F"
"672","ENSG00000049860.14","protein_coding","HEXB"
"673","ENSG00000049883.15","protein_coding","PTCD2"
"674","ENSG00000050030.16","protein_coding","NEXMIF"
"675","ENSG00000050130.18","protein_coding","JKAMP"
"676","ENSG00000050165.18","protein_coding","DKK3"
"677","ENSG00000050327.15","protein_coding","ARHGEF5"
"678","ENSG00000050344.9","protein_coding","NFE2L3"
"679","ENSG00000050393.11","protein_coding","MCUR1"
"680","ENSG00000050405.13","protein_coding","LIMA1"
"681","ENSG00000050426.16","protein_coding","LETMD1"
"682","ENSG00000050438.17","protein_coding","SLC4A8"
"683","ENSG00000050555.19","protein_coding","LAMC3"
"684","ENSG00000050628.20","protein_coding","PTGER3"
"685","ENSG00000050730.16","protein_coding","TNIP3"
"686","ENSG00000050748.18","protein_coding","MAPK9"
"687","ENSG00000050767.17","protein_coding","COL23A1"
"688","ENSG00000050820.17","protein_coding","BCAR1"
"689","ENSG00000051009.11","protein_coding","FAM160A2"
"690","ENSG00000051108.15","protein_coding","HERPUD1"
"691","ENSG00000051128.19","protein_coding","HOMER3"
"692","ENSG00000051180.17","protein_coding","RAD51"
"693","ENSG00000051341.14","protein_coding","POLQ"
"694","ENSG00000051382.9","protein_coding","PIK3CB"
"695","ENSG00000051523.11","protein_coding","CYBA"
"696","ENSG00000051596.10","protein_coding","THOC3"
"697","ENSG00000051620.11","protein_coding","HEBP2"
"698","ENSG00000051825.15","protein_coding","MPHOSPH9"
"699","ENSG00000052126.14","protein_coding","PLEKHA5"
"700","ENSG00000052344.16","protein_coding","PRSS8"
"701","ENSG00000052723.12","protein_coding","SIKE1"
"702","ENSG00000052749.14","protein_coding","RRP12"
"703","ENSG00000052795.13","protein_coding","FNIP2"
"704","ENSG00000052802.13","protein_coding","MSMO1"
"705","ENSG00000052841.15","protein_coding","TTC17"
"706","ENSG00000052850.8","protein_coding","ALX4"
"707","ENSG00000053108.17","protein_coding","FSTL4"
"708","ENSG00000053254.16","protein_coding","FOXN3"
"709","ENSG00000053328.8","protein_coding","METTL24"
"710","ENSG00000053371.12","protein_coding","AKR7A2"
"711","ENSG00000053372.5","protein_coding","MRTO4"
"712","ENSG00000053438.11","protein_coding","NNAT"
"713","ENSG00000053501.13","protein_coding","USE1"
"714","ENSG00000053524.12","protein_coding","MCF2L2"
"715","ENSG00000053702.15","protein_coding","NRIP2"
"716","ENSG00000053747.17","protein_coding","LAMA3"
"717","ENSG00000053770.12","protein_coding","AP5M1"
"718","ENSG00000053900.11","protein_coding","ANAPC4"
"719","ENSG00000053918.18","protein_coding","KCNQ1"
"720","ENSG00000054116.12","protein_coding","TRAPPC3"
"721","ENSG00000054118.15","protein_coding","THRAP3"
"722","ENSG00000054148.18","protein_coding","PHPT1"
"723","ENSG00000054179.12","protein_coding","ENTPD2"
"724","ENSG00000054219.11","protein_coding","LY75"
"725","ENSG00000054267.22","protein_coding","ARID4B"
"726","ENSG00000054277.14","protein_coding","OPN3"
"727","ENSG00000054282.16","protein_coding","SDCCAG8"
"728","ENSG00000054356.14","protein_coding","PTPRN"
"729","ENSG00000054392.13","protein_coding","HHAT"
"730","ENSG00000054523.18","protein_coding","KIF1B"
"731","ENSG00000054598.9","protein_coding","FOXC1"
"732","ENSG00000054611.14","protein_coding","TBC1D22A"
"733","ENSG00000054654.19","protein_coding","SYNE2"
"734","ENSG00000054690.14","protein_coding","PLEKHH1"
"735","ENSG00000054793.14","protein_coding","ATP9A"
"736","ENSG00000054796.13","protein_coding","SPO11"
"737","ENSG00000054803.4","protein_coding","CBLN4"
"738","ENSG00000054938.16","protein_coding","CHRDL2"
"739","ENSG00000054965.11","protein_coding","FAM168A"
"740","ENSG00000054967.13","protein_coding","RELT"
"741","ENSG00000054983.17","protein_coding","GALC"
"742","ENSG00000055044.11","protein_coding","NOP58"
"743","ENSG00000055070.17","protein_coding","SZRD1"
"744","ENSG00000055118.16","protein_coding","KCNH2"
"745","ENSG00000055130.17","protein_coding","CUL1"
"746","ENSG00000055147.19","protein_coding","FAM114A2"
"747","ENSG00000055163.20","protein_coding","CYFIP2"
"748","ENSG00000055208.19","protein_coding","TAB2"
"749","ENSG00000055211.14","protein_coding","GINM1"
"750","ENSG00000055332.18","protein_coding","EIF2AK2"
"751","ENSG00000055483.19","protein_coding","USP36"
"752","ENSG00000055609.19","protein_coding","KMT2C"
"753","ENSG00000055732.13","protein_coding","MCOLN3"
"754","ENSG00000055813.6","protein_coding","CCDC85A"
"755","ENSG00000055917.16","protein_coding","PUM2"
"756","ENSG00000055950.16","protein_coding","MRPL43"
"757","ENSG00000055955.17","protein_coding","ITIH4"
"758","ENSG00000055957.11","protein_coding","ITIH1"
"759","ENSG00000056050.7","protein_coding","HPF1"
"760","ENSG00000056097.16","protein_coding","ZFR"
"761","ENSG00000056277.16","protein_coding","ZNF280C"
"762","ENSG00000056291.17","protein_coding","NPFFR2"
"763","ENSG00000056487.16","protein_coding","PHF21B"
"764","ENSG00000056558.11","protein_coding","TRAF1"
"765","ENSG00000056586.16","protein_coding","RC3H2"
"766","ENSG00000056736.10","protein_coding","IL17RB"
"767","ENSG00000056972.20","protein_coding","TRAF3IP2"
"768","ENSG00000056998.20","protein_coding","GYG2"
"769","ENSG00000057019.16","protein_coding","DCBLD2"
"770","ENSG00000057149.16","protein_coding","SERPINB3"
"771","ENSG00000057252.13","protein_coding","SOAT1"
"772","ENSG00000057294.15","protein_coding","PKP2"
"773","ENSG00000057468.7","protein_coding","MSH4"
"774","ENSG00000057593.14","protein_coding","F7"
"775","ENSG00000057608.17","protein_coding","GDI2"
"776","ENSG00000057657.17","protein_coding","PRDM1"
"777","ENSG00000057663.16","protein_coding","ATG5"
"778","ENSG00000057704.13","protein_coding","TMCC3"
"779","ENSG00000057757.10","protein_coding","PITHD1"
"780","ENSG00000057935.14","protein_coding","MTA3"
"781","ENSG00000058056.9","protein_coding","USP13"
"782","ENSG00000058063.16","protein_coding","ATP11B"
"783","ENSG00000058085.15","protein_coding","LAMC2"
"784","ENSG00000058091.17","protein_coding","CDK14"
"785","ENSG00000058262.10","protein_coding","SEC61A1"
"786","ENSG00000058272.19","protein_coding","PPP1R12A"
"787","ENSG00000058335.16","protein_coding","RASGRF1"
"788","ENSG00000058404.20","protein_coding","CAMK2B"
"789","ENSG00000058453.17","protein_coding","CROCC"
"790","ENSG00000058600.16","protein_coding","POLR3E"
"791","ENSG00000058668.15","protein_coding","ATP2B4"
"792","ENSG00000058673.17","protein_coding","ZC3H11A"
"793","ENSG00000058729.11","protein_coding","RIOK2"
"794","ENSG00000058799.15","protein_coding","YIPF1"
"795","ENSG00000058804.12","protein_coding","NDC1"
"796","ENSG00000058866.15","protein_coding","DGKG"
"797","ENSG00000059122.17","protein_coding","FLYWCH1"
"798","ENSG00000059145.19","protein_coding","UNKL"
"799","ENSG00000059377.18","protein_coding","TBXAS1"
"800","ENSG00000059378.13","protein_coding","PARP12"
"801","ENSG00000059573.9","protein_coding","ALDH18A1"
"802","ENSG00000059588.10","protein_coding","TARBP1"
"803","ENSG00000059691.12","protein_coding","GATB"
"804","ENSG00000059728.11","protein_coding","MXD1"
"805","ENSG00000059758.8","protein_coding","CDK17"
"806","ENSG00000059769.20","protein_coding","DNAJC25"
"807","ENSG00000059804.16","protein_coding","SLC2A3"
"808","ENSG00000059915.17","protein_coding","PSD"
"809","ENSG00000060069.17","protein_coding","CTDP1"
"810","ENSG00000060138.13","protein_coding","YBX3"
"811","ENSG00000060140.9","protein_coding","STYK1"
"812","ENSG00000060237.18","protein_coding","WNK1"
"813","ENSG00000060303.5","processed_pseudogene","RPS17P5"
"814","ENSG00000060339.14","protein_coding","CCAR1"
"815","ENSG00000060491.16","protein_coding","OGFR"
"816","ENSG00000060558.4","protein_coding","GNA15"
"817","ENSG00000060566.14","protein_coding","CREB3L3"
"818","ENSG00000060642.11","protein_coding","PIGV"
"819","ENSG00000060656.20","protein_coding","PTPRU"
"820","ENSG00000060688.13","protein_coding","SNRNP40"
"821","ENSG00000060709.15","protein_coding","RIMBP2"
"822","ENSG00000060718.22","protein_coding","COL11A1"
"823","ENSG00000060749.16","protein_coding","QSER1"
"824","ENSG00000060762.19","protein_coding","MPC1"
"825","ENSG00000060971.19","protein_coding","ACAA1"
"826","ENSG00000060982.15","protein_coding","BCAT1"
"827","ENSG00000061273.18","protein_coding","HDAC7"
"828","ENSG00000061337.15","protein_coding","LZTS1"
"829","ENSG00000061455.11","protein_coding","PRDM6"
"830","ENSG00000061492.12","protein_coding","WNT8A"
"831","ENSG00000061656.10","protein_coding","SPAG4"
"832","ENSG00000061676.15","protein_coding","NCKAP1"
"833","ENSG00000061794.13","protein_coding","MRPS35"
"834","ENSG00000061918.14","protein_coding","GUCY1B1"
"835","ENSG00000061936.10","protein_coding","SFSWAP"
"836","ENSG00000061938.20","protein_coding","TNK2"
"837","ENSG00000061987.16","protein_coding","MON2"
"838","ENSG00000062038.14","protein_coding","CDH3"
"839","ENSG00000062096.15","protein_coding","ARSF"
"840","ENSG00000062194.16","protein_coding","GPBP1"
"841","ENSG00000062282.15","protein_coding","DGAT2"
"842","ENSG00000062370.17","protein_coding","ZNF112"
"843","ENSG00000062485.19","protein_coding","CS"
"844","ENSG00000062524.16","protein_coding","LTK"
"845","ENSG00000062582.14","protein_coding","MRPS24"
"846","ENSG00000062598.18","protein_coding","ELMO2"
"847","ENSG00000062650.19","protein_coding","WAPL"
"848","ENSG00000062716.13","protein_coding","VMP1"
"849","ENSG00000062725.10","protein_coding","APPBP2"
"850","ENSG00000062822.15","protein_coding","POLD1"
"851","ENSG00000063015.20","protein_coding","SEZ6"
"852","ENSG00000063046.18","protein_coding","EIF4B"
"853","ENSG00000063127.16","protein_coding","SLC6A16"
"854","ENSG00000063169.11","protein_coding","BICRA"
"855","ENSG00000063176.16","protein_coding","SPHK2"
"856","ENSG00000063177.13","protein_coding","RPL18"
"857","ENSG00000063180.9","protein_coding","CA11"
"858","ENSG00000063241.8","protein_coding","ISOC2"
"859","ENSG00000063244.13","protein_coding","U2AF2"
"860","ENSG00000063245.15","protein_coding","EPN1"
"861","ENSG00000063322.15","protein_coding","MED29"
"862","ENSG00000063438.19","protein_coding","AHRR"
"863","ENSG00000063515.3","protein_coding","GSC2"
"864","ENSG00000063587.15","protein_coding","ZNF275"
